Gene_set	Term	Overlap	P-value	Adjusted P-value	Odds Ratio	Genes
CUSTOM47281618358528	GOBP_CLUSTERING_OF_VOLTAGE_GATED_SODIUM_CHANNELS	2/4	0.07944353191284875	0.9964544870876761	4.429714857428714	SCLT1;SPTBN4
CUSTOM47281618358528	GOBP_COBALAMIN_METABOLIC_PROCESS	1/7	0.6091726279808134	0.9964544870876761	1.592503748125937	ABCC1
CUSTOM47281618358528	GOBP_COBALAMIN_TRANSPORT	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	ABCC1
CUSTOM47281618358528	GOBP_COBALT_ION_TRANSPORT	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	SLC39A8
CUSTOM47281618358528	GOBP_COCHLEA_DEVELOPMENT	2/23	0.8038077118706525	0.9964544870876761	0.8462209828318414	GABRB2;PVALB
CUSTOM47281618358528	GOBP_COENZYME_A_BIOSYNTHETIC_PROCESS	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	PANK1
CUSTOM47281618358528	GOBP_COENZYME_A_METABOLIC_PROCESS	2/8	0.2653956513644312	0.9964544870876761	2.3439661006974077	PANK1;NUDT8
CUSTOM47281618358528	GOBP_COGNITION	15/156	0.8962862619418643	0.9964544870876761	0.7848526999476965	RASGRF1;TNF;ELAVL4;PLCB1;BRINP1;DDHD2;CPEB3;FGF13;SLC12A5;ABCC8;ARC;TBR1;ZNF385A;SLC24A2;GRIN2A
CUSTOM47281618358528	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	2/15	0.5786753037017613	0.9964544870876761	1.2842711678419856	PPARD;ERRFI1
CUSTOM47281618358528	GOBP_COLLAGEN_METABOLIC_PROCESS	2/35	0.9453217592862037	0.9964544870876761	0.5593289602547753	PPARD;ERRFI1
CUSTOM47281618358528	GOBP_COLLATERAL_SPROUTING	3/13	0.21773958034450494	0.9964544870876761	2.066933733934235	FGF13;EFNA5;SPART
CUSTOM47281618358528	GOBP_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY	1/2	0.23534874254591304	0.9964544870876761	4.7805097451274365	SPART
CUSTOM47281618358528	GOBP_COLLECTING_DUCT_DEVELOPMENT	2/7	0.21604495130570012	0.9964544870876761	2.6568284142071037	DACT2;PKD1
CUSTOM47281618358528	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DEVELOPMENT	2/17	0.6485989288525971	0.9964544870876761	1.1372114628742942	TIGAR;GSK3B
CUSTOM47281618358528	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	5/33	0.4007578570427486	0.9964544870876761	1.3082430297084573	SAV1;GSK3B;NKX6-3;TIGAR;EMX1
CUSTOM47281618358528	GOBP_COMMON_MYELOID_PROGENITOR_CELL_PROLIFERATION	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	FLT3
CUSTOM47281618358528	GOBP_COMPLEMENT_ACTIVATION	2/22	0.7830699831807673	0.9964544870876761	0.8839419709854928	IGLL1;C1RL
CUSTOM47281618358528	GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	GPLD1
CUSTOM47281618358528	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	14/122	0.6824263552066364	0.9964544870876761	0.9411252906225781	FGF9;TRIP11;ECM1;PPARGC1A;PKD1;SLC39A13;PIK3CA;PPARD;SLC39A14;GPLD1;SPART;SORL1;ZBTB16;ESRRA
CUSTOM47281618358528	GOBP_COPII_COATED_VESICLE_BUDDING	1/13	0.8254369599358337	0.9964544870876761	0.8840579710144928	MIA3
CUSTOM47281618358528	GOBP_COPII_COATED_VESICLE_CARGO_LOADING	1/6	0.5530115313089603	0.9964544870876761	1.8377349786645139	MIA3
CUSTOM47281618358528	GOBP_COPPER_ION_HOMEOSTASIS	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	ANKRD9
CUSTOM47281618358528	GOBP_CORONARY_ARTERY_MORPHOGENESIS	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	ARID2
CUSTOM47281618358528	GOBP_CORONARY_VASCULATURE_DEVELOPMENT	2/19	0.7089788447685603	0.9964544870876761	1.0203178512333089	ARID2;PRICKLE1
CUSTOM47281618358528	GOBP_CORONARY_VASCULATURE_MORPHOGENESIS	1/9	0.7012287711219787	0.9964544870876761	1.2569241694942002	ARID2
CUSTOM47281618358528	GOBP_CORPUS_CALLOSUM_DEVELOPMENT	1/9	0.7012287711219787	0.9964544870876761	1.2569241694942002	SZT2
CUSTOM47281618358528	GOBP_CORPUS_CALLOSUM_MORPHOGENESIS	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	SZT2
CUSTOM47281618358528	GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	6/22	0.04896161489683794	0.9964544870876761	2.30748367654445	EPB41L1;TNF;EPB41L3;EPB41;PDCD6IP;EHD2
CUSTOM47281618358528	GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION	8/33	0.04730943305145563	0.9964544870876761	2.027935310863899	EPB41L1;TNF;PDCD6IP;RHOBTB2;EPB41L3;EPB41;RHOBTB1;EHD2
CUSTOM47281618358528	GOBP_CORTICOSPINAL_TRACT_MORPHOGENESIS	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	SCN1B
CUSTOM47281618358528	GOBP_CORTICOSTEROID_HORMONE_SECRETION	1/10	0.738781508444311	0.9964544870876761	1.1370743199828657	GALR1
CUSTOM47281618358528	GOBP_CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	NR3C1
CUSTOM47281618358528	GOBP_CORTISOL_SECRETION	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	GALR1
CUSTOM47281618358528	GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	SEC62
CUSTOM47281618358528	GOBP_CRANIAL_GANGLION_DEVELOPMENT	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	SIX4
CUSTOM47281618358528	GOBP_CRANIAL_NERVE_DEVELOPMENT	5/24	0.17486078299412128	0.9964544870876761	1.7908496062750239	ATP8B1;SIX4;MAFB;CITED2;KCNA2
CUSTOM47281618358528	GOBP_CRANIAL_NERVE_FORMATION	2/2	0.01574871135894056	0.9964544870876761	7.975487743871936	ATP8B1;MAFB
CUSTOM47281618358528	GOBP_CRANIAL_NERVE_MORPHOGENESIS	4/12	0.053406499965360656	0.9964544870876761	2.8733233082706766	ATP8B1;MAFB;CITED2;KCNA2
CUSTOM47281618358528	GOBP_CRANIAL_NERVE_STRUCTURAL_ORGANIZATION	1/7	0.6091726279808134	0.9964544870876761	1.592503748125937	KCNA2
CUSTOM47281618358528	GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	3/26	0.6510514973815211	0.9964544870876761	1.0512466813427688	SIX4;ALX3;FOXN3
CUSTOM47281618358528	GOBP_CRANIOFACIAL_SUTURE_MORPHOGENESIS	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	FOXN3
CUSTOM47281618358528	GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	1/11	0.7716183425605219	0.9964544870876761	1.038067922560459	ADCY9
CUSTOM47281618358528	GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	1/9	0.7012287711219787	0.9964544870876761	1.2569241694942002	PDE4A
CUSTOM47281618358528	GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	4/42	0.790867441879803	0.9964544870876761	0.8419106590004423	RNF157;ADM;GUCA2B;RASD2
CUSTOM47281618358528	GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	3/22	0.5340337851777762	0.9964544870876761	1.2387581372058087	RORA;ADCY9;PDE4A
CUSTOM47281618358528	GOBP_CYTIDINE_METABOLIC_PROCESS	1/1	0.12554872695298577	0.9964544870876761	7.968515742128935	CDADC1
CUSTOM47281618358528	GOBP_CYTOKINESIS	5/55	0.8372852625516514	0.9964544870876761	0.7874723695094995	CIT;MAP9;PDCD6IP;ZFYVE19;MYO19
CUSTOM47281618358528	GOBP_CYTOKINETIC_PROCESS	1/13	0.8254369599358337	0.9964544870876761	0.8840579710144928	PDCD6IP
CUSTOM47281618358528	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	18/152	0.6426609972645069	0.9964544870876761	0.964756181919708	IFNLR1;ECM1;IL1RAP;NR1H2;TRIM44;SPHK1;PLCB1;TNF;GAS6;STAT4;RNF113A;ACTN4;SOCS5;UGCG;FLT3;TNFRSF25;MX1;PELI3
CUSTOM47281618358528	GOBP_CYTOKINE_PRODUCTION	28/291	0.952386042741667	0.9964544870876761	0.7715657020828983	PLA2R1;DDX3X;LAG3;ABCD2;GLMN;SORL1;TRAF3IP1;TNF;SPHK1;CD274;NFKB1;ERRFI1;NOS2;SPHK2;IL1RAP;RORA;MC1R;PANX2;PLCB1;GAS6;NFATC2IP;LAPTM4B;DENND1B;LTB;ABCC8;SEMA7A;SOCS5;BCL3
CUSTOM47281618358528	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	4/33	0.6089126333201794	0.9964544870876761	1.069307597351588	SPHK2;DENND1B;SEMA7A;TNF
CUSTOM47281618358528	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	3/21	0.5015053590151489	0.9964544870876761	1.2965378300008152	TNF;NOS2;ABCD2
CUSTOM47281618358528	GOBP_CYTOLYSIS	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	GSDMB
CUSTOM47281618358528	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	1/23	0.9545078436347048	0.9964544870876761	0.5072251108488309	TIFA
CUSTOM47281618358528	GOBP_CYTOPLASMIC_SEQUESTERING_OF_PROTEIN	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	PKD1
CUSTOM47281618358528	GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	1/6	0.5530115313089603	0.9964544870876761	1.8377349786645139	PKD1
CUSTOM47281618358528	GOBP_CYTOPLASMIC_TRANSLATION	5/60	0.8877047645361493	0.9964544870876761	0.7219358664416367	EIF5;RWDD1;CPEB3;ZNF385A;RPL15
CUSTOM47281618358528	GOBP_CYTOPLASMIC_TRANSLATIONAL_ELONGATION	1/6	0.5530115313089603	0.9964544870876761	1.8377349786645139	CPEB3
CUSTOM47281618358528	GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	EIF5
CUSTOM47281618358528	GOBP_CYTOPLASM_ORGANIZATION	2/9	0.3147224527802513	0.9964544870876761	2.096969537400279	ETV6;TDRD1
CUSTOM47281618358528	GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	3/30	0.7454829925291347	0.9964544870876761	0.9129185581651166	CIT;PDCD6IP;MAP9
CUSTOM47281618358528	GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	16/84	0.0563414298133811	0.9964544870876761	1.563219943620365	STAU2;TRAF3IP1;BICDL2;RPGR;MGARP;PURA;NEFL;NEFH;TTC21B;ACTN4;MYO15A;LCA5;TRAK2;CCDC186;KIF5A;MYO19
CUSTOM47281618358528	GOBP_CYTOSKELETON_ORGANIZATION	87/665	0.35238516417601096	0.9964544870876761	1.050762426372998	ARHGEF17;ARHGEF18;TRAF3IP1;EFNA5;RHOBTB2;INA;NCKIPSD;MAP9;C9orf72;MTCL1;EML2;RHOBTB1;USP33;WDPCP;SPECC1L;STAU2;TBCE;CFL2;FGF13;ZYX;GCC2;MYO19;CCL27;CDC42BPA;ARHGEF11;EPB41L1;SHROOM2;CCDC39;MAGEL2;ADD1;PKD1;CORO6;MKLN1;FGF7;PPARGC1B;PIK3CA;DNAAF2;TTBK2;NCK2;NEXN;FRMD5;LRRC49;ARHGAP26;NEFL;ANK1;SPTBN4;GSK3B;SPAG16;ELMO3;GAS2;C2CD3;EHD2;RICTOR;CNTNAP1;EPB41L3;KLHL20;MAST4;NEB;CORO7;SORBS3;TUBD1;ARC;ACTN4;CDKN1B;SORBS1;TCHH;ZRANB1;TRIM37;TNF;SLC9A1;KLHL24;JMY;MYO15A;FMN1;CEP152;NEFH;FES;EPB41;NEFM;SPECC1;SIX4;PDZD8;CIT;SSH3;ARHGEF7;PDCD6IP;STARD9
CUSTOM47281618358528	GOBP_CYTOSOLIC_CALCIUM_ION_TRANSPORT	8/88	0.8780596408498913	0.9964544870876761	0.7623194834219034	TRPC3;BAK1;MICU3;SLC8A1;ITPR1;SLC24A2;GRIN2A;ATP2B3
CUSTOM47281618358528	GOBP_CYTOSOLIC_TRANSPORT	9/71	0.5416769535945162	0.9964544870876761	1.0579168941889345	CORO7;SORL1;LMTK2;MAGEL2;PIKFYVE;RILP;KLHL20;GCC2;KIF5A
CUSTOM47281618358528	GOBP_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	2/6	0.16767885686019657	0.9964544870876761	3.065956054950552	GPLD1;ATG16L1
CUSTOM47281618358528	GOBP_C_TERMINAL_PROTEIN_LIPIDATION	2/4	0.07944353191284875	0.9964544870876761	4.429714857428714	GPLD1;ATG16L1
CUSTOM47281618358528	GOBP_DCMP_CATABOLIC_PROCESS	1/4	0.41535058542349	0.9964544870876761	2.6551724137931036	UPP1
CUSTOM47281618358528	GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA	2/3	0.043298583543609825	0.9964544870876761	5.696062316872722	DCPS;DCP1A
CUSTOM47281618358528	GOBP_DECIDUALIZATION	2/8	0.2653956513644312	0.9964544870876761	2.3439661006974077	PPARD;CITED2
CUSTOM47281618358528	GOBP_DEDIFFERENTIATION	1/4	0.41535058542349	0.9964544870876761	2.6551724137931036	NCOA3
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE	59/588	0.9786543656575762	0.9974064497845417	0.7922623943893683	FNDC4;FBXO9;IGLL1;ZYX;PPARD;DDX3X;DEFB131A;LAG3;ABCD2;MX1;ZBTB1;DPP4;TRAF3IP1;LIAS;GSDMB;TNF;TIFA;MGST2;SPHK1;BRINP1;PLEKHM2;NFKB1;HEXIM1;ADAMTS5;CTSC;NOS2;TRIM35;IL1RAP;RORA;CLEC4M;TNIP1;SERPINB9;WFDC2;SRPK1;ADAMTS13;ABCC1;NUB1;ATG16L1;APOL2;NAPEPLD;NR1D2;CHGA;FES;NR1H2;ADM;ITGB2;TRIM44;IFNLR1;MID2;RICTOR;KNG1;PTX3;ECM1;C1RL;STAT4;SEMA7A;SOCS5;NOX4;BCL3
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	9/74	0.5938350657750792	0.9964544870876761	1.0149307727418728	GSDMB;TNF;WFDC2;IGLL1;ADAMTS5;NOS2;DEFB131A;CHGA;BCL3
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE_TO_FUNGUS	1/12	0.8003309824831967	0.9964544870876761	0.9549025487256372	CHGA
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	2/20	0.7357708078755415	0.9964544870876761	0.9704242365084982	NOS2;CHGA
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	2/24	0.8227637032892492	0.9964544870876761	0.8115792590172637	CHGA;TNF
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	34/350	0.9612403017469238	0.9964544870876761	0.7755941125081556	FBXO9;IGLL1;ZYX;DDX3X;DEFB131A;LAG3;MX1;ZBTB1;TRAF3IP1;GSDMB;TNF;TIFA;PLEKHM2;HEXIM1;ADAMTS5;NOS2;TRIM35;CLEC4M;IL1RAP;SERPINB9;WFDC2;SRPK1;ADAMTS13;NUB1;FES;CHGA;NR1H2;TRIM44;IFNLR1;MID2;PTX3;C1RL;ATG16L1;BCL3
CUSTOM47281618358528	GOBP_DEFENSE_RESPONSE_TO_SYMBIONT	7/99	0.9728061740545463	0.9974064497845417	0.5968378847480237	MID2;IFNLR1;TRAF3IP1;ATG16L1;TRIM35;MX1;TRIM44
CUSTOM47281618358528	GOBP_DEMETHYLATION	3/22	0.5340337851777762	0.9964544870876761	1.2387581372058087	HR;JARID2;KDM7A
CUSTOM47281618358528	GOBP_DENDRITE_ARBORIZATION	1/4	0.41535058542349	0.9964544870876761	2.6551724137931036	ZNF365
CUSTOM47281618358528	GOBP_DENDRITE_DEVELOPMENT	14/119	0.6451621118458513	0.9964544870876761	0.9651204914993909	LZTS3;MCF2;STAU2;GSK3B;STRN;HECW1;CPEB3;ARC;SLC12A5;DCLK1;CUX1;ELAVL4;NCK2;ZNF365
CUSTOM47281618358528	GOBP_DENDRITE_EXTENSION	4/25	0.38564793694146327	0.9964544870876761	1.4061919504643963	SYT3;RNF157;CPNE9;SYT2
CUSTOM47281618358528	GOBP_DENDRITE_MORPHOGENESIS	9/74	0.5938350657750792	0.9964544870876761	1.0149307727418728	LZTS3;STAU2;GSK3B;HECW1;ARC;DCLK1;CUX1;ELAVL4;ZNF365
CUSTOM47281618358528	GOBP_DENDRITE_SELF_AVOIDANCE	1/11	0.7716183425605219	0.9964544870876761	1.038067922560459	NEXN
CUSTOM47281618358528	GOBP_DENDRITIC_CELL_APOPTOTIC_PROCESS	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	GAS6
CUSTOM47281618358528	GOBP_DENDRITIC_CELL_CHEMOTAXIS	1/9	0.7012287711219787	0.9964544870876761	1.2569241694942002	GAS6
CUSTOM47281618358528	GOBP_DENDRITIC_CELL_DIFFERENTIATION	2/20	0.7357708078755415	0.9964544870876761	0.9704242365084982	GAS6;FLT3
CUSTOM47281618358528	GOBP_DENDRITIC_CELL_MIGRATION	1/14	0.8473889201195782	0.9964544870876761	0.8229850591945407	GAS6
CUSTOM47281618358528	GOBP_DENDRITIC_SPINE_DEVELOPMENT	7/52	0.48371962576221433	0.9964544870876761	1.1379013143719026	LZTS3;STAU2;CPEB3;ARC;SLC12A5;NCK2;ZNF365
CUSTOM47281618358528	GOBP_DENDRITIC_SPINE_MAINTENANCE	1/13	0.8254369599358337	0.9964544870876761	0.8840579710144928	ABHD17B
CUSTOM47281618358528	GOBP_DENDRITIC_SPINE_MORPHOGENESIS	4/34	0.6331816276350429	0.9964544870876761	1.0381824125531218	LZTS3;STAU2;ARC;ZNF365
CUSTOM47281618358528	GOBP_DENDRITIC_TRANSPORT	4/9	0.018474860560618547	0.9964544870876761	3.782113177681045	STAU2;KIF5A;TRAK2;PURA
CUSTOM47281618358528	GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	CADPS2
CUSTOM47281618358528	GOBP_DENSE_CORE_GRANULE_TRANSPORT	1/5	0.4887894189012285	0.9964544870876761	2.1721412021262094	KIF5A
CUSTOM47281618358528	GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	2/9	0.3147224527802513	0.9964544870876761	2.096969537400279	NT5M;UPP1
CUSTOM47281618358528	GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	2/16	0.6148536708903906	0.9964544870876761	1.2062849606621493	NT5M;UPP1
CUSTOM47281618358528	GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	RRM2B
CUSTOM47281618358528	GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	1/8	0.6582836246300188	0.9964544870876761	1.404973983596437	RRM2B
CUSTOM47281618358528	GOBP_DEOXYRIBOSE_PHOSPHATE_CATABOLIC_PROCESS	2/18	0.6799511937573359	0.9964544870876761	1.075605370252694	NT5M;UPP1
CUSTOM47281618358528	GOBP_DEOXYRIBOSE_PHOSPHATE_METABOLIC_PROCESS	3/26	0.6510514973815211	0.9964544870876761	1.0512466813427688	NT5M;UPP1;RRM2B
CUSTOM47281618358528	GOBP_DEPHOSPHORYLATION	20/209	0.9273784296140067	0.9964544870876761	0.774092793043622	SDHAF2;PDP2;NT5DC1;PTPN4;TNF;NT5M;CAMTA1;PDP1;PPTC7;INPP5F;PXYLP1;GSK3B;PIP4P2;CAMK2G;PPP1R16B;EYA4;PPARGC1B;SSH3;GPLD1;TIGAR
CUSTOM47281618358528	GOBP_DETECTION_OF_ABIOTIC_STIMULUS	10/58	0.1853818316518078	0.9964544870876761	1.4329105085534737	ELOVL4;TRPC3;TNF;KCNA1;CDS1;PKD1;OPN3;SCN1A;SLC24A2;TRPM3
CUSTOM47281618358528	GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	1/15	0.8665827498796589	0.9964544870876761	0.769792523093292	TAS2R14
CUSTOM47281618358528	GOBP_DETECTION_OF_LIGHT_STIMULUS	5/20	0.09615710142365112	0.9964544870876761	2.1413606158138854	ELOVL4;TRPC3;CDS1;OPN3;SLC24A2
CUSTOM47281618358528	GOBP_DETECTION_OF_MECHANICAL_STIMULUS	4/31	0.55753330224429	0.9964544870876761	1.1374865735767992	SCN1A;TNF;PKD1;KCNA1
CUSTOM47281618358528	GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	3/22	0.5340337851777762	0.9964544870876761	1.2387581372058087	SCN1A;TNF;KCNA1
CUSTOM47281618358528	GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	3/12	0.1835824870809056	0.9964544870876761	2.2325688532799197	SCN1A;KCNA1;TNF
CUSTOM47281618358528	GOBP_DETECTION_OF_STIMULUS	15/112	0.43631741736037616	0.9964544870876761	1.0979624936644703	ELOVL4;TRPC3;TAS2R14;KCNA1;TNF;OR2L2;CDS1;OR2L8;PKD1;OPN3;SCN1A;OR2L3;SLC24A2;TRPM3;OR2AK2
CUSTOM47281618358528	GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	8/62	0.5244597336691721	0.9964544870876761	1.0830035228988424	TAS2R14;KCNA1;TNF;OR2L2;OR2L8;SCN1A;OR2L3;OR2AK2
CUSTOM47281618358528	GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	3/16	0.32542673329467275	0.9964544870876761	1.6904902808758593	SCN1A;TNF;KCNA1
CUSTOM47281618358528	GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	1/12	0.8003309824831967	0.9964544870876761	0.9549025487256372	TRPM3
CUSTOM47281618358528	GOBP_DETECTION_OF_VISIBLE_LIGHT	2/15	0.5786753037017613	0.9964544870876761	1.2842711678419856	ELOVL4;OPN3
CUSTOM47281618358528	GOBP_DETERMINATION_OF_ADULT_LIFESPAN	3/9	0.09275184641313308	0.9964544870876761	2.938697519964157	IDE;RAD54B;PRDM2
CUSTOM47281618358528	GOBP_DETERMINATION_OF_DIGESTIVE_TRACT_LEFT_RIGHT_ASYMMETRY	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	CCDC39
CUSTOM47281618358528	GOBP_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	CITED2
CUSTOM47281618358528	GOBP_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY	1/3	0.33137382204636207	0.9964544870876761	3.414221460698222	CCDC39
CUSTOM47281618358528	GOBP_DETERMINATION_OF_PANCREATIC_LEFT_RIGHT_ASYMMETRY	1/2	0.23534874254591304	0.9964544870876761	4.7805097451274365	CCDC39
CUSTOM47281618358528	GOBP_DETOXIFICATION	6/70	0.888311305784496	0.9964544870876761	0.731985423768661	SRXN1;MGST2;PIM1;SLC47A1;PXDNL;GSTT1
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_CELL_GROWTH	15/126	0.6285967205179506	0.9964544870876761	0.9747099679667608	C9orf72;CPNE9;EFNA5;GSK3B;RNF157;ARIH2;FGF13;SPART;DCLK1;SEMA7A;SEMA6D;MAP3K13;SYT2;SYT3;EMX1
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_GROWTH	39/288	0.3295011756565809	0.9964544870876761	1.0932580071574873	CPNE9;POU3F2;CITED2;FGF13;PPARD;CDKN1B;MAP3K13;SAV1;EFNA5;PIM1;SEMA6D;SPART;SYT3;FGF9;SPTBN4;C9orf72;FMN1;GSK3B;ACVR1C;RNF157;PLCB1;JARID2;AR;DCLK1;SLC12A5;RMI1;SYT2;GAS2;ADM;EMX1;PTX3;ECM1;FGF7;SIX4;ARID2;ARIH2;PIK3CA;SEMA7A;GNAS
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	16/129	0.5614246364545474	0.9964544870876761	1.0141981511844524	C9orf72;FMN1;CPNE9;EFNA5;GSK3B;SIX4;RNF157;FGF13;SPART;DCLK1;SEMA7A;SEMA6D;MAP3K13;SYT2;SYT3;EMX1
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_INDUCTION	1/13	0.8254369599358337	0.9964544870876761	0.8840579710144928	AR
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_MATURATION	13/131	0.8542030065819988	0.9964544870876761	0.8144902115776295	ANKS1A;B4GALT6;SCLT1;NEFL;NOM1;ZBTB7A;ZDHHC2;MAP3K13;TDRD1;RET;ZBTB16;CEND1;SPTBN4
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_PIGMENTATION	2/21	0.7604303288148159	0.9964544870876761	0.9251718882697163	USP13;SPNS2
CUSTOM47281618358528	GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	39/364	0.8797104541050786	0.9964544870876761	0.8567516434183101	CCNB1IP1;CITED2;BAK1;PPARD;JAM2;DPY19L2P1;CDKN1B;WDR33;ZBTB16;OSBP2;STRBP;PCDH12;SYNE1;NKX3-1;SYCP2;CCDC136;FGF9;MARF1;TDRD1;SOHLH1;WFDC2;NDRG3;SRPK1;AR;YTHDC1;SPAG4;PKD1;DND1;SPAG16;GAS2;TAF4B;ADM;ATP1A4;EIF5A2;PTX3;SIX4;CCNI;GNRH1;NKAPL
CUSTOM47281618358528	GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS	3/53	0.9701587842851801	0.9974064497845417	0.5189419643483918	GNRH1;PTX3;GAS2
CUSTOM47281618358528	GOBP_DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS	8/95	0.9227349958291302	0.9964544870876761	0.7058155497645692	PTX3;SIX4;AR;CITED2;GAS2;NKX3-1;GNRH1;FGF9
CUSTOM47281618358528	GOBP_DE_NOVO_CENTRIOLE_ASSEMBLY	1/2	0.23534874254591304	0.9964544870876761	4.7805097451274365	CEP152
CUSTOM47281618358528	GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	1/2	0.23534874254591304	0.9964544870876761	4.7805097451274365	CMPK1
CUSTOM47281618358528	GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS	2/6	0.16767885686019657	0.9964544870876761	3.065956054950552	MOGAT2;MOGAT1
