GeneName_ENSEMBLGeneID,gene,function,DESeq2 baseMean expression,Pritzker_FoldChange,Pritzker_Pvalue,Pritzker_FDR,Stanley_FoldChange,Stanley Pvalue,Stanley_FDR
ENSG00000138078,PREPL,prolyl endopeptidase-like [Source:HGNC Symbol;Acc:HGNC:30228],13522.0893,-0.230041976,0.040710482,0.261030188,-0.206434451,0.011729997,0.098430094
ENSG00000171132,PRKCE,"protein kinase C, epsilon [Source:HGNC Symbol;Acc:HGNC:9401]",7583.300178,-0.345060808,0.018013456,0.195502083,-0.319837433,0.000863202,0.021231169
ENSG00000180398,MCFD2,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451],4026.266121,-0.208398176,0.044689764,0.268886213,-0.178984431,0.014862658,0.112644024
ENSG00000269563,No Gene Symbol Available,,18.44101818,0.442189098,0.005461513,0.133558261,1.597108255,0.005162255,NA
ENSG00000237887,RPL23AP32,ribosomal protein L23a pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:25345],52.6174004,0.683573182,0.001160225,0.083839744,0.909595674,0.008510008,NA
ENSG00000170264,FAM161A,"family with sequence similarity 161, member A [Source:HGNC Symbol;Acc:HGNC:25808]",551.5702183,0.173720104,0.011666293,0.170140477,0.296061484,0.011148779,0.096084091
ENSG00000075340,ADD2,adducin 2 (beta) [Source:HGNC Symbol;Acc:HGNC:244],11910.06545,-0.234956468,0.048985818,0.278526145,-0.147842945,0.042518363,0.206258616
ENSG00000163013,FBXO41,F-box protein 41 [Source:HGNC Symbol;Acc:HGNC:29409],21535.25166,-0.323928584,0.033201883,0.242402141,-0.306496138,0.000556816,0.016960265
ENSG00000135637,CCDC142,coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:HGNC:25889],356.5197483,0.174642697,0.046136734,0.271681836,0.540712569,0.001620376,0.031348238
ENSG00000115282,TTC31,tetratricopeptide repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:25759],319.6240243,0.195304093,0.022262951,0.210456386,0.456129153,0.005033639,0.061149048
ENSG00000115459,ELMOD3,ELMO/CED-12 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26158],557.4049742,0.158483392,0.02817128,0.227817158,0.266114319,0.027279794,0.163024755
ENSG00000168890,TMEM150A,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677],326.8289479,0.239460372,0.012095962,0.172878609,0.37752748,0.038727464,0.196005982
ENSG00000168887,C2orf68,chromosome 2 open reading frame 68 [Source:HGNC Symbol;Acc:HGNC:34353],311.2092607,0.249345519,0.020469571,0.20360822,0.401276513,0.008481489,0.081676867
ENSG00000132300,PTCD3,pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717],2021.748624,0.146826285,0.013585857,0.179147321,0.222041362,0.011065856,0.095584233
ENSG00000172086,KRCC1,lysine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039],271.293313,0.305077751,0.008308632,0.151641967,0.389399417,0.015360152,0.114555976
ENSG00000114988,LMAN2L,"lectin, mannose-binding 2-like [Source:HGNC Symbol;Acc:HGNC:19263]",400.8600926,0.200017534,0.007296533,0.14694554,0.32992343,0.024471265,0.15368049
ENSG00000040933,INPP4A,inositol polyphosphate-4-phosphatase type I A [Source:HGNC Symbol;Acc:HGNC:6074],5846.353516,-0.298366267,0.0074435,0.147902468,-0.160271412,0.035564675,0.187740702
ENSG00000135951,TSGA10,"testis specific, 10 [Source:HGNC Symbol;Acc:HGNC:14927]",303.7921234,0.244393731,0.033503156,0.242753722,0.343370956,0.026733411,0.161226537
ENSG00000170500,LONRF2,LON peptidase N-terminal domain and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:24788],13093.09934,-0.255627766,0.027810985,0.226256608,-0.15635218,0.04395601,0.210165179
ENSG00000233639,LINC01158,long intergenic non-protein coding RNA 1158 [Source:HGNC Symbol;Acc:HGNC:49513],94.0483168,0.262035011,0.043055514,0.265684905,0.424568823,0.018232999,0.12792748
ENSG00000198075,SULT1C4,"sulfotransferase family, cytosolic, 1C, member 4 [Source:HGNC Symbol;Acc:HGNC:11457]",152.3700724,0.385420719,0.029048314,0.23064778,0.710688117,0.005391628,0.063648714
ENSG00000144152,FBLN7,fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740],444.960209,-0.427127663,0.042719815,0.265015981,-0.393208206,0.031354284,0.176625048
ENSG00000115091,ACTR3,ARP3 actin-related protein 3 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:170],3085.415575,-0.176951512,0.031852537,0.238630116,-0.186054517,0.007221563,0.074231479
ENSG00000175497,DPP10,dipeptidyl-peptidase 10 (non-functional) [Source:HGNC Symbol;Acc:HGNC:20823],2127.580688,-0.269106415,0.032650587,0.24102248,-0.347734421,0.000148514,0.008057468
ENSG00000144227,NXPH2,neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076],115.0216202,-0.694180975,0.000661625,0.076210679,-0.974362198,0.005459153,NA
ENSG00000153234,NR4A2,"nuclear receptor subfamily 4, group A, member 2 [Source:HGNC Symbol;Acc:HGNC:7981]",720.863184,-0.639128166,0.000690991,0.076210679,-0.9092797,6.15E-05,0.00466221
ENSG00000226266,AC009961.3,,41.31680775,0.427324435,0.005892429,0.13659605,0.784111863,0.021577298,NA
ENSG00000144290,SLC4A10,"solute carrier family 4, sodium bicarbonate transporter, member 10 [Source:HGNC Symbol;Acc:HGNC:13811]",4958.672466,-0.340236076,0.024910982,0.219862879,-0.264544536,0.040166463,0.19964286
ENSG00000172292,CERS6,ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826],1229.896385,-0.5921966,0.000955275,0.079259203,-0.630822,0.000120746,0.007186583
ENSG00000128683,GAD1,"glutamate decarboxylase 1 (brain, 67kDa) [Source:HGNC Symbol;Acc:HGNC:4092]",5544.005856,-0.523025665,0.000699332,0.076210679,-0.389256669,0.001370892,0.028482892
ENSG00000144355,DLX1,distal-less homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2914],494.0795746,-0.35209363,0.003455117,0.116640516,-0.31817732,0.020205322,0.136207066
ENSG00000138433,CIR1,"corepressor interacting with RBPJ, 1 [Source:HGNC Symbol;Acc:HGNC:24217]",898.8218996,0.213748899,0.003297156,0.11493925,0.192521391,0.035973892,0.188477602
ENSG00000271825,RP11-337N6.2,,30.53897715,0.498299468,0.003801335,0.120454548,0.690504665,0.03643071,NA
ENSG00000144369,FAM171B,"family with sequence similarity 171, member B [Source:HGNC Symbol;Acc:HGNC:29412]",6099.032228,-0.22402608,0.02784334,0.226436676,0.237019124,0.017727129,0.125630973
ENSG00000115419,GLS,glutaminase [Source:HGNC Symbol;Acc:HGNC:4331],8629.169632,-0.283316549,0.032090429,0.239602044,-0.296653174,0.000464426,0.015163447
ENSG00000144339,TMEFF2,transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:HGNC Symbol;Acc:HGNC:11867],1841.521263,-0.249501305,0.033495845,0.242753722,-0.240585718,0.012609122,0.102340991
ENSG00000234919,AC064834.3,,1.295549793,1.592558417,0.013997739,NA,2.032429656,0.008979401,NA
ENSG00000196950,SLC39A10,"solute carrier family 39 (zinc transporter), member 10 [Source:HGNC Symbol;Acc:HGNC:20861]",6216.902825,-0.328847487,0.026204576,0.222186419,-0.303698742,0.005999648,0.067859896
ENSG00000081320,STK17B,serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396],225.3772789,0.420438332,0.031132955,0.237364302,1.103087197,0.000139039,0.007766928
ENSG00000003402,CFLAR,CASP8 and FADD-like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876],1662.289053,0.231039355,0.042370441,0.263865626,0.339306762,0.002295815,0.038547093
ENSG00000233579,KRT8P15,keratin 8 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:33367],206.7528195,0.610665388,0.000368854,0.06456465,0.449197261,0.016886318,0.121968568
ENSG00000078018,MAP2,microtubule-associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839],61523.68768,-0.382680784,0.023765163,0.21523698,-0.383003177,7.74E-06,0.001399602
ENSG00000144406,UNC80,unc-80 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:26582],7938.12255,-0.332859865,0.02387909,0.216003869,-0.342362318,5.60E-05,0.004572831
ENSG00000115365,LANCL1,LanC lantibiotic synthetase component C-like 1 (bacterial) [Source:HGNC Symbol;Acc:HGNC:6508],8033.148975,-0.258091005,0.027501638,0.225312048,-0.203531187,0.003991754,0.054483529
ENSG00000144583,05-Mar,"membrane-associated ring finger (C3HC4) 4, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:29269]",1101.065024,-0.344158285,0.005427224,0.133558261,-0.327556781,0.012983257,0.103657104
ENSG00000188282,RUFY4,RUN and FYVE domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24804],12.44486085,0.671728435,0.007269934,0.146676537,2.372354859,0.008272488,NA
ENSG00000135926,TMBIM1,transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:HGNC:23410],2479.559117,0.506535568,0.017737755,0.194021849,0.772912149,0.000261883,0.01139104
ENSG00000171450,CDK5R2,"cyclin-dependent kinase 5, regulatory subunit 2 (p39) [Source:HGNC Symbol;Acc:HGNC:1776]",4978.876137,-0.310418634,0.044781806,0.268886213,-0.400924849,1.74E-05,0.002208327
ENSG00000054356,PTPRN,"protein tyrosine phosphatase, receptor type, N [Source:HGNC Symbol;Acc:HGNC:9676]",24896.66153,-0.329021455,0.028736639,0.229571862,-0.330570528,0.000601401,0.017508311
ENSG00000171951,SCG2,secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575],5221.627431,-0.364122589,0.000753934,0.077897955,-0.189197753,0.020030556,0.135580192
ENSG00000163273,NPPC,natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941],38.75209777,-0.344218061,0.016526352,0.190078822,-0.675633146,0.022858113,NA
ENSG00000066248,NGEF,neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807],11918.32849,-0.288996037,0.027144681,0.224004486,-0.199726483,0.012641788,0.102340991
ENSG00000085978,ATG16L1,autophagy related 16-like 1 [Source:HGNC Symbol;Acc:HGNC:21498],940.1335286,-0.191324924,0.025374936,0.22095495,-0.170736308,0.047198179,0.218459778
ENSG00000085982,USP40,ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069],762.3556015,0.298242889,0.007838945,0.149928925,0.265562666,0.041593135,0.20391094
ENSG00000132321,IQCA1,IQ motif containing with AAA domain 1 [Source:HGNC Symbol;Acc:HGNC:26195],804.5881057,0.431629999,0.000562398,0.074999581,0.482507091,3.84E-05,0.003618255
ENSG00000132329,RAMP1,receptor (G protein-coupled) activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843],779.8067054,0.231149911,0.042219632,0.263536634,0.328946316,0.015599132,0.11580524
ENSG00000134121,CHL1,cell adhesion molecule L1-like [Source:HGNC Symbol;Acc:HGNC:1939],9774.179025,-0.386595966,0.012031041,0.172741881,-0.269730596,0.00563386,0.065318505
ENSG00000134115,CNTN6,contactin 6 [Source:HGNC Symbol;Acc:HGNC:2176],395.1058719,-0.39331514,0.032924861,0.241787252,-0.578177723,0.000212114,0.010034395
ENSG00000150995,ITPR1,"inositol 1,4,5-trisphosphate receptor, type 1 [Source:HGNC Symbol;Acc:HGNC:6180]",9724.447327,-0.308887329,0.045271082,0.269957009,-0.239537759,0.007228883,0.074247841
ENSG00000156959,LHFPL4,lipoma HMGIC fusion partner-like 4 [Source:HGNC Symbol;Acc:HGNC:29568],801.3342858,-0.314966029,0.014017623,0.181034113,-0.509421376,0.018992092,0.13072319
ENSG00000157087,ATP2B2,"ATPase, Ca++ transporting, plasma membrane 2 [Source:HGNC Symbol;Acc:HGNC:815]",21065.88922,-0.41039778,0.017116369,0.192672211,-0.331928299,3.33E-06,0.000852646
ENSG00000157103,SLC6A1,"solute carrier family 6 (neurotransmitter transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11042]",14302.98007,-0.273575006,0.029065184,0.230699041,-0.188607017,0.013225505,0.104785448
ENSG00000131386,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531],1855.617526,0.367984679,0.022751866,0.212127632,0.283356184,0.031724184,0.177398131
ENSG00000224822,THRB-IT1,THRB intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41390],40.42239635,0.641721487,0.004455217,0.124774235,0.65036319,0.038356417,NA
ENSG00000237838,AC133680.1,,3.583893464,-0.628957894,0.025520277,NA,-2.137205533,0.049507078,NA
ENSG00000144645,OSBPL10,oxysterol binding protein-like 10 [Source:HGNC Symbol;Acc:HGNC:16395],642.82186,-0.385310275,0.003811612,0.120454548,-0.383968852,0.00334401,0.04886703
ENSG00000163539,CLASP2,cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078],9657.388255,-0.235416122,0.021714557,0.209695978,-0.194939821,0.003072796,0.046306119
ENSG00000231449,AC097359.2,,27.30349517,0.769452241,0.001707294,0.093043607,1.262982589,0.033830632,NA
ENSG00000144677,CTDSPL,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:HGNC Symbol;Acc:HGNC:16890]",1729.844722,0.214255928,0.006026329,0.136924381,0.289129997,0.000923829,0.022012275
ENSG00000187091,PLCD1,"phospholipase C, delta 1 [Source:HGNC Symbol;Acc:HGNC:9060]",767.8713339,0.525721061,0.001378416,0.088767613,0.533948571,0.001475336,0.029694564
ENSG00000008226,DLEC1,deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:2899],92.52098818,0.370780941,0.020523679,0.203874212,0.929157284,0.032279421,NA
ENSG00000187094,CCK,cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569],2139.264883,-0.238432394,0.037193603,0.251010393,-0.20850263,0.024983629,0.155841099
ENSG00000144791,LIMD1,LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612],256.7254467,0.342616251,0.007409803,0.147576593,0.470159631,0.032047277,0.17812899
ENSG00000260236,RP11-708J19.1,,115.9972862,0.349089635,0.005636409,0.134166857,0.374490974,0.031826837,0.177818735
ENSG00000178537,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 [Source:HGNC Symbol;Acc:HGNC:1421]",213.1853027,0.313032997,0.002089352,0.099348935,0.404405928,0.042144846,0.205631704
ENSG00000145020,AMT,aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473],552.6644595,0.254631175,0.009203847,0.156857066,0.506346167,0.00063402,0.018002773
ENSG00000164061,BSN,bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117],32389.3172,-0.368240398,0.017536317,0.193563541,-0.214291799,0.008413069,0.081315545
ENSG00000188338,SLC38A3,"solute carrier family 38, member 3 [Source:HGNC Symbol;Acc:HGNC:18044]",1487.448696,0.330490477,0.030156332,0.233994325,0.391962674,0.017118297,0.12286122
ENSG00000088538,DOCK3,dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989],9673.513995,-0.322099414,0.011851772,0.17115535,-0.16064907,0.011427856,0.097365475
ENSG00000243989,ACY1,aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177],34.86613351,0.399523664,0.012059502,0.17280994,1.072816176,0.013648879,NA
ENSG00000162290,No Gene Symbol Available,,1101.72371,0.155205325,0.045149206,0.269547718,0.330974064,0.002946252,0.045022465
ENSG00000016391,CHDH,choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288],1204.116579,0.57726971,0.001225263,0.085219343,0.676817794,0.000101785,0.006551563
ENSG00000056736,IL17RB,interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015],499.4235775,0.282200065,0.03332147,0.242706177,0.441165605,0.006078471,0.068334032
ENSG00000168309,FAM107A,"family with sequence similarity 107, member A [Source:HGNC Symbol;Acc:HGNC:30827]",45883.38342,0.588055948,0.000657053,0.076210679,0.639704847,1.09E-05,0.001759566
ENSG00000163618,CADPS,Ca++-dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426],7412.208966,-0.264331589,0.032550758,0.240662281,-0.220186737,0.000358692,0.013321981
ENSG00000172340,SUCLG2,"succinate-CoA ligase, GDP-forming, beta subunit [Source:HGNC Symbol;Acc:HGNC:11450]",280.3468108,0.316643672,0.038878667,0.256224728,0.403186974,0.041099466,0.20279074
ENSG00000163412,EIF4E3,eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837],2147.73916,-0.25256791,0.010500135,0.163579107,-0.254004419,0.000538887,0.016631069
ENSG00000044524,EPHA3,EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387],224.6640172,-0.300643521,0.017732416,0.194021849,-0.72260788,0.000571082,0.017176955
ENSG00000154174,TOMM70A,translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11985],3621.989703,-0.253747287,0.043609499,0.266599035,-0.217997538,0.002951422,0.045022465
ENSG00000239455,RP11-561O4.1,,43.59712051,0.652171183,0.000141338,0.043385765,0.881460152,0.018791414,NA
ENSG00000114446,IFT57,intraflagellar transport 57 [Source:HGNC Symbol;Acc:HGNC:17367],689.999244,-0.161048021,0.038217243,0.254475032,-0.353982378,0.000589862,0.017471434
ENSG00000144857,BOC,"BOC cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17173]",585.8147842,0.270947917,0.014992437,0.183350409,0.608464125,0.004030593,0.05474024
ENSG00000114573,ATP6V1A,"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]",12595.39728,-0.315900127,0.030983299,0.237066502,-0.361979364,0.000278754,0.011924796
ENSG00000178075,GRAMD1C,GRAM domain containing 1C [Source:HGNC Symbol;Acc:HGNC:25252],317.0485436,0.473567973,0.016554179,0.190111316,0.782427493,0.000223801,0.010397507
ENSG00000259976,RP11-553L6.5,,780.9363227,0.439726466,0.00399201,0.121299569,0.396052162,0.013053987,0.104067686
ENSG00000181722,ZBTB20,zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:HGNC:13503],1799.083321,0.385447427,0.019551398,0.200594155,0.513321925,0.011389525,0.09729428
ENSG00000082701,GSK3B,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617],3903.880311,-0.284108167,0.018409692,0.19709147,-0.192838335,0.023605195,0.149945419
ENSG00000114013,CD86,CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705],28.16519461,-0.635280912,0.047536002,0.27523341,-1.336779631,0.014809581,NA
ENSG00000144908,ALDH1L1,"aldehyde dehydrogenase 1 family, member L1 [Source:HGNC Symbol;Acc:HGNC:3978]",2017.533234,0.541298398,0.031937217,0.238941291,1.145762605,2.00E-06,0.000679279
ENSG00000163884,KLF15,Kruppel-like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536],631.0989378,0.517826212,0.01988768,0.201718934,0.990017125,3.89E-05,0.003618255
ENSG00000250608,RP11-933H2.4,,43.78993623,0.46030556,0.004110682,0.121847985,0.775767675,0.030990037,NA
ENSG00000051382,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]",2548.569333,-0.258553884,0.041573585,0.262836651,-0.351676934,4.63E-05,0.00402753
ENSG00000188582,PAQR9,progestin and adipoQ receptor family member IX [Source:HGNC Symbol;Acc:HGNC:30131],92.60158877,-0.44901691,0.001600494,0.091145845,-0.675372509,0.017608736,NA
ENSG00000181804,SLC9A9,"solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9 [Source:HGNC Symbol;Acc:HGNC:20653]",329.3182569,0.366736848,0.011001191,0.167153208,0.441949025,0.016592817,0.120432894
ENSG00000114698,PLSCR4,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497],737.6403979,0.507931528,0.015332135,0.185501245,0.609900647,0.00166925,0.031959856
ENSG00000047457,CP,ceruloplasmin (ferroxidase) [Source:HGNC Symbol;Acc:HGNC:2295],209.1829105,1.369792303,0.022496187,0.211437429,2.313114275,4.55E-06,NA
ENSG00000241732,No Gene Symbol Available,,180.4099739,0.466999278,0.037874637,0.253562054,0.659025083,0.012732695,0.102701426
ENSG00000243069,ARHGEF26-AS1,ARHGEF26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41048],437.5299657,0.407509022,0.011264572,0.167704342,0.37208089,0.026781146,0.161384108
ENSG00000114790,ARHGEF26,Rho guanine nucleotide exchange factor (GEF) 26 [Source:HGNC Symbol;Acc:HGNC:24490],713.5034652,0.43629042,0.035361355,0.248524597,1.026797443,1.85E-06,0.0006473
ENSG00000169282,KCNAB1,"potassium channel, voltage gated subfamily A regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]",2046.826315,-0.254460737,0.032204948,0.239998961,-0.265077459,0.003704459,0.051966671
ENSG00000272990,RP11-305K5.1,,62.97183782,0.296053223,0.027157393,0.224004486,0.571407495,0.049529776,NA
ENSG00000180044,C3orf80,chromosome 3 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:40048],530.3641233,-0.485931842,0.005134193,0.131946388,-0.440500586,0.038113009,0.194896121
ENSG00000244405,ETV5,ets variant 5 [Source:HGNC Symbol;Acc:HGNC:3494],2407.992672,-0.380043585,0.004636595,0.127296702,-0.252320486,0.009440354,0.087475937
ENSG00000157005,SST,somatostatin [Source:HGNC Symbol;Acc:HGNC:11329],898.4873978,-0.834937578,7.62E-06,0.013472042,-0.4228105,0.020682368,0.138083791
ENSG00000188729,OSTN,osteocrin [Source:HGNC Symbol;Acc:HGNC:29961],120.533354,-0.575344695,0.001188135,0.084361405,-0.633962178,0.015663209,NA
ENSG00000127418,FGFRL1,fibroblast growth factor receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3693],2766.438704,0.550194507,0.039767243,0.257979171,0.751837742,0.000684895,0.018572406
ENSG00000251148,RP11-478C1.7,,23.51182446,0.43000969,0.034511349,0.245784059,1.196330273,0.010003127,NA
ENSG00000239247,RN7SL589P,"RNA, 7SL, cytoplasmic 589, pseudogene [Source:HGNC Symbol;Acc:HGNC:46605]",72.1677862,0.676977483,0.00730539,0.14699028,0.523457308,0.049211087,NA
ENSG00000145147,SLIT2,slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086],1653.653762,-0.38483769,0.005682316,0.134736934,-0.200499212,0.032413087,0.179320922
ENSG00000152990,ADGRA3,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839],1008.808658,0.415121493,0.04250279,0.264410081,0.408538062,0.010401725,0.09265799
ENSG00000014824,SLC30A9,"solute carrier family 30 (zinc transporter), member 9 [Source:HGNC Symbol;Acc:HGNC:1329]",2970.193644,-0.220866568,0.039171756,0.256639834,-0.223848507,0.006539558,0.070756056
ENSG00000109158,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4 [Source:HGNC Symbol;Acc:HGNC:4078]",2761.284534,-0.403643273,0.009787404,0.159661529,-0.3697846,0.002753167,0.043305828
ENSG00000226950,DANCR,differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964],600.1059148,0.193561665,0.022596037,0.211578338,0.257722649,0.023439715,0.149520464
ENSG00000072201,LNX1,"ligand of numb-protein X 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:6657]",1415.084801,-0.387556072,0.009305769,0.157266175,-0.326126396,0.004443668,0.056915837
ENSG00000157404,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:6342],1208.898844,-0.438538399,0.006706218,0.14234819,-0.272136959,0.014726456,0.112021319
ENSG00000084093,REST,RE1-silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966],617.8618722,0.338160507,0.037533367,0.252257877,0.473905564,0.017019457,0.122434102
ENSG00000145242,EPHA5,EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389],1568.291828,-0.370684708,0.023981219,0.21622244,-0.395627483,0.004407738,0.056699027
ENSG00000132463,GRSF1,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610],3535.88665,-0.185519322,0.045040112,0.269159318,-0.192543895,0.004412605,0.056699027
ENSG00000138757,G3BP2,GTPase activating protein (SH3 domain) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30291],6784.319454,-0.38423795,0.007057011,0.14461304,-0.249828158,0.009170008,0.085882356
ENSG00000186212,SOWAHB,sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:HGNC:32958],578.8914071,-0.451347198,0.026069874,0.222186419,-0.435931308,0.026273213,0.159633954
ENSG00000138759,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185],950.9422064,-0.322073348,0.004847127,0.129215885,-0.43138866,0.000922295,0.022012275
ENSG00000138772,ANXA3,annexin A3 [Source:HGNC Symbol;Acc:HGNC:541],141.201677,0.405358814,0.008567964,0.153440672,0.634936164,0.020710345,0.138083791
ENSG00000138663,COPS4,COP9 signalosome subunit 4 [Source:HGNC Symbol;Acc:HGNC:16702],1189.364032,-0.237968381,0.023562344,0.2148426,-0.30767817,0.000737745,0.019037817
ENSG00000180769,WDFY3-AS2,WDFY3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:21603],508.0913384,0.379580506,0.00151655,0.090531569,0.443529371,0.005603287,0.065138836
ENSG00000163633,C4orf36,chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386],227.2301897,0.297321092,0.002165384,0.100398367,0.389156576,0.044068228,0.210313834
ENSG00000177432,NAP1L5,nucleosome assembly protein 1-like 5 [Source:HGNC Symbol;Acc:HGNC:19968],3917.341948,-0.253391292,0.031122268,0.237364302,-0.305469604,0.000270698,0.01161852
ENSG00000164024,METAP1,methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789],1081.504865,-0.239411323,0.014978556,0.183350409,-0.220323004,0.011992497,0.099517759
ENSG00000164038,SLC9B2,"solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2 [Source:HGNC Symbol;Acc:HGNC:25143]",1519.280037,-0.213326593,0.049362706,0.27908096,-0.33368653,0.0001021,0.006551563
ENSG00000164089,ETNPPL,ethanolamine-phosphate phospho-lyase [Source:HGNC Symbol;Acc:HGNC:14404],2326.993815,0.52917164,0.031318328,0.237538901,0.931020506,0.000520194,0.016286846
ENSG00000138660,AP1AR,adaptor-related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808],836.1097311,-0.227169341,0.02164496,0.209330645,-0.423495788,0.000204317,0.009845203
ENSG00000241002,RP11-119H12.1,,9.2949765,0.759729473,0.005277822,0.133004258,1.353039592,0.019355217,NA
ENSG00000145349,CAMK2D,calcium/calmodulin-dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462],3916.918084,-0.290935235,0.018116555,0.195737886,-0.164131792,0.043781128,0.209840244
ENSG00000138741,TRPC3,"transient receptor potential cation channel, subfamily C, member 3 [Source:HGNC Symbol;Acc:HGNC:12335]",108.1518204,-0.437948811,0.002143148,0.09995193,-0.509538221,0.037715947,NA
ENSG00000151458,ANKRD50,ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223],1352.869089,-0.358680368,0.004660487,0.127461442,-0.327089195,0.007154513,0.074011807
