EnsemblID,Gene type,Gene symbol,Section-related expressed,PCC with DS2 (human),PCC with DS2 (macaque),Section specificity in human (Log2FC),Section specificity in chimpanzee (Log2FC),Section specificity in macaque (Log2FC),Layer marker in human,Log2FC to other layers in human,Specificity score in human,Layer marker in chimpanzee,Log2FC to other layers in chimpanzee,Specificity score in chimpanzee,Layer marker in macaque,Log2FC to other layers in macaque,Specificity score in macaque,Correlation to human ISH pattern,Human-specific changed,Chimpanzee-specific changed,Macaque-specific changed,Type of lineage-specific change
ENSG00000108389.5,protein_coding,MTMR4,TRUE,0.97216 ,0.89499 ,0.363155764,0.330897779,0.2209109,L4,0.548548415,0.17671 ,L4,0.48588 ,0.24061 ,L5,0.32370 ,0.40865 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108395.9,protein_coding,TRIM37,TRUE,0.93502 ,0.86643 ,0.310245392,0.243001314,0.146998523,L4,0.498889906,0.18255 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000108406.5,protein_coding,DHX40,TRUE,0.42662 ,0.93763 ,0.655972714,0.572572268,0.380813459,L6,0.370579559,0.71948 ,L6,0.24791 ,0.58079 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108423.10,protein_coding,TUBD1,TRUE,-0.93224 ,0.08348 ,0.415536368,0.818703071,0.123241553,NA,NA,NA,L6,0.35560 ,0.53856 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108424.5,protein_coding,KPNB1,TRUE,-0.75235 ,0.72081 ,0.176782517,0.06581824,0.051854743,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108433.10,protein_coding,GOSR2,TRUE,0.66715 ,-0.41454 ,0.166956744,0.13219689,0.307342377,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108439.5,protein_coding,PNPO,TRUE,0.88055 ,0.83511 ,0.396666661,0.209111239,0.160630726,L4,0.405293198,0.26978 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000108443.9,protein_coding,RPS6KB1,TRUE,-0.45933 ,0.62525 ,0.199370476,0.089816732,0.133365525,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108465.9,protein_coding,CDK5RAP3,TRUE,0.47503 ,0.92758 ,0.527127925,1.011592634,0.636989004,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T2
ENSG00000108468.10,protein_coding,CBX1,TRUE,0.80240 ,0.63227 ,0.225682908,0.209237297,0.239664541,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108469.10,protein_coding,RECQL5,TRUE,-0.85396 ,0.93437 ,0.462550996,0.964461726,0.294207141,NA,NA,NA,L6,0.47401 ,0.62883 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108474.10,protein_coding,PIGL,FALSE,0.00278 ,-0.73323 ,0.106226861,0.181694946,0.16242697,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108479.7,protein_coding,GALK1,TRUE,0.65725 ,0.61069 ,0.665978413,0.270048811,0.444078332,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108506.7,protein_coding,INTS2,TRUE,-0.72687 ,0.82997 ,0.424569157,0.322677926,0.190670495,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108509.16,protein_coding,CAMTA2,TRUE,-0.08683 ,0.94569 ,0.129477577,0.13031573,0.117045698,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000108510.5,protein_coding,MED13,TRUE,-0.13994 ,0.68362 ,0.934234031,0.414935991,0.272101776,L6,0.576124203,0.77767 ,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000108515.13,protein_coding,ENO3,TRUE,-0.60978 ,0.23717 ,0.371769047,0.387859374,0.337316659,L4,0.471196851,0.25113 ,No,NA,NA,L5,0.44945 ,0.47940 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000108518.7,protein_coding,PFN1,TRUE,0.91987 ,0.98444 ,0.661643115,0.58392459,0.293474328,L1,0.483673545,0.63246 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108523.11,protein_coding,RNF167,TRUE,-0.50875 ,0.86329 ,0.227440298,0.47987206,0.328939984,NA,NA,NA,No,NA,NA,L6,0.23222 ,0.50332 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108528.9,protein_coding,SLC25A11,TRUE,0.89026 ,0.96398 ,0.155677785,0.184628519,0.178091928,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000108551.4,protein_coding,RASD1,TRUE,0.47840 ,0.91304 ,0.428246187,0.264152662,0.421264611,NA,NA,NA,No,NA,NA,L3,0.49752 ,0.41473 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108556.7,protein_coding,CHRNE,TRUE,0.57994 ,0.93522 ,0.421245274,0.133708899,0.426291149,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108557.13,protein_coding,RAI1,TRUE,0.69678 ,0.77152 ,0.196105428,0.130246166,0.258367653,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108559.7,protein_coding,NUP88,TRUE,0.01719 ,-0.35629 ,0.160680744,0.192576956,0.085203462,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108561.4,protein_coding,C1QBP,TRUE,-0.15178 ,0.82800 ,0.205840625,0.061588245,0.13292535,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108578.10,protein_coding,BLMH,TRUE,-0.47606 ,0.09964 ,0.350891418,0.262472287,0.219217429,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108582.7,protein_coding,CPD,TRUE,-0.74414 ,0.81735 ,0.905948384,0.242773161,0.302790701,L6,0.596090191,0.59497 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108587.10,protein_coding,GOSR1,TRUE,0.05561 ,-0.41203 ,0.119205886,0.089980283,0.157235866,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T3
ENSG00000108588.8,protein_coding,CCDC47,TRUE,0.01209 ,0.95374 ,0.144749425,0.183661875,0.310486115,NA,NA,NA,No,NA,NA,L2,0.30280 ,0.33694 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000108590.6,protein_coding,MED31,TRUE,0.08591 ,-0.22060 ,0.349062295,0.221920243,0.236699609,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108591.5,protein_coding,DRG2,FALSE,0.25191 ,0.67520 ,0.104018659,0.189503974,0.151944894,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108592.11,protein_coding,FTSJ3,TRUE,0.31621 ,0.67804 ,0.485776224,0.479680675,0.199669523,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108599.10,protein_coding,AKAP10,TRUE,0.80252 ,0.39996 ,0.053101955,0.062744505,0.105400093,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108602.13,protein_coding,ALDH3A1,TRUE,NA,NA,0.493027081,0.593517914,1.27481955,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108604.11,protein_coding,SMARCD2,TRUE,0.62552 ,0.97728 ,1.240119247,1.539707906,0.889472432,NA,NA,NA,L6,0.65031 ,0.69735 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108622.6,protein_coding,ICAM2,TRUE,0.45482 ,0.79323 ,2.065582744,1.196952181,1.146931592,L1,1.733475678,0.60417 ,No,NA,NA,L1,0.94437 ,0.37150 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000108639.3,protein_coding,SYNGR2,TRUE,0.89414 ,0.97703 ,2.63900135,1.834809082,1.660662069,L6,1.370189086,0.86400 ,No,NA,NA,L6,0.89861 ,0.73214 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108641.10,protein_coding,B9D1,TRUE,0.78957 ,0.27522 ,0.727418816,0.398371994,0.314387172,L2,0.672420803,0.49988 ,No,NA,NA,L2,0.27848 ,0.33280 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108651.5,protein_coding,UTP6,TRUE,-0.32439 ,0.13263 ,0.30681056,0.325814684,0.357650664,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108654.7,protein_coding,DDX5,TRUE,0.94674 ,0.85153 ,0.597106524,0.434676432,0.237330177,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108666.5,protein_coding,C17orf75,TRUE,0.97829 ,0.56486 ,0.14405699,0.113402094,0.222350652,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000108669.12,protein_coding,CYTH1,TRUE,0.89544 ,0.97873 ,1.467490944,1.30638215,0.747307364,L6,0.620081191,0.81416 ,L6,0.54550 ,0.75078 ,L6,0.27829 ,0.94836 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000108671.5,protein_coding,PSMD11,TRUE,0.86997 ,0.90586 ,0.155238845,0.093900393,0.134958022,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108679.7,protein_coding,LGALS3BP,TRUE,0.93862 ,0.88386 ,2.743175329,2.005537123,1.867930168,L6,1.554218542,0.91344 ,No,NA,NA,L1,1.61791 ,0.47818 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108684.10,protein_coding,ASIC2,TRUE,-0.19710 ,0.74414 ,0.480884696,0.292433457,0.326608244,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108691.4,protein_coding,CCL2,TRUE,0.52034 ,0.14986 ,1.811202595,2.684644369,1.723814499,NA,NA,NA,No,NA,NA,L1,1.35959 ,0.38825 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108733.5,protein_coding,PEX12,TRUE,0.37949 ,-0.55948 ,0.455161654,0.306877272,0.138805325,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108771.8,protein_coding,DHX58,TRUE,0.67778 ,0.83064 ,0.68760957,0.627337656,0.392160717,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108773.6,protein_coding,KAT2A,TRUE,0.59448 ,0.33662 ,0.179732826,0.267059464,0.133508767,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108774.10,protein_coding,RAB5C,TRUE,NA,NA,0.309100579,0.358943248,0.124908742,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108784.5,protein_coding,NAGLU,TRUE,0.92880 ,0.97336 ,1.109848776,0.907911311,0.343645585,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108785.7,pseudogene,HSD17B1P1,TRUE,-0.33990 ,0.13243 ,0.282109267,0.299017827,0.224388565,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108788.7,protein_coding,MLX,TRUE,0.48926 ,0.40460 ,0.186111174,0.183757471,0.061861915,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108797.7,protein_coding,CNTNAP1,TRUE,0.71956 ,0.92940 ,0.283217501,0.110430234,0.082829435,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108798.4,protein_coding,ABI3,TRUE,0.31884 ,0.93731 ,1.135713627,0.712447507,1.005260872,L1,0.827913243,0.50019 ,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T1
ENSG00000108799.8,protein_coding,EZH1,TRUE,0.62951 ,0.52061 ,0.184624435,0.184101244,0.14153133,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108819.9,processed_transcript,PPP1R9B,TRUE,-0.87444 ,0.90035 ,0.199502104,0.214664352,0.369195697,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000108821.9,protein_coding,COL1A1,TRUE,NA,NA,3.374547027,3.273602258,4.570445576,L1,2.241432915,0.69825 ,L1,2.09564 ,0.64136 ,L1,4.04227 ,0.39237 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000108823.11,protein_coding,SGCA,TRUE,0.59236 ,0.93391 ,1.657766958,1.194388343,1.039368046,L1,1.192254084,0.48288 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108826.11,protein_coding,MRPL27,FALSE,0.28672 ,0.53742 ,0.250768642,0.165760281,0.121765787,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108828.11,protein_coding,VAT1,TRUE,-0.40297 ,0.94939 ,0.662071284,1.087743264,0.527927256,NA,NA,NA,No,NA,NA,L6,0.35057 ,0.46099 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108829.9,protein_coding,LRRC59,TRUE,0.96127 ,0.98820 ,0.144909231,0.130262536,0.177241831,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108830.7,protein_coding,RND2,TRUE,-0.22336 ,0.87238 ,0.716346248,1.240521705,0.322203511,NA,NA,NA,L6,0.51231 ,0.65486 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108840.11,protein_coding,HDAC5,FALSE,-0.29933 ,0.75341 ,0.21153689,0.10528251,0.292985339,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108848.10,protein_coding,LUC7L3,TRUE,0.80814 ,0.95539 ,0.62837388,0.537451654,0.302568553,L6,0.366805953,0.64981 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108852.10,protein_coding,MPP2,TRUE,-0.69574 ,-0.57763 ,0.412179517,0.295262391,0.257797323,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000108854.11,protein_coding,SMURF2,TRUE,0.94146 ,0.80667 ,1.211181407,0.446455328,0.652566636,L6,0.649658582,0.76358 ,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T3
ENSG00000108861.4,protein_coding,DUSP3,TRUE,0.47790 ,0.95545 ,0.074984204,0.086612371,0.225943471,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T3
ENSG00000108883.8,protein_coding,EFTUD2,TRUE,0.95141 ,0.64361 ,0.178509847,0.074711745,0.12537641,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108924.8,protein_coding,HLF,TRUE,0.79535 ,0.98067 ,0.216719907,0.123104201,0.098349992,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000108932.7,protein_coding,SLC16A6,TRUE,0.97103 ,0.75422 ,0.620122471,0.570317399,1.29847087,L4,0.657575058,0.27357 ,No,NA,NA,L4,1.07121 ,0.74915 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000108946.8,protein_coding,PRKAR1A,TRUE,0.80486 ,0.62526 ,0.116981681,0.113584491,0.25444802,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108947.4,protein_coding,EFNB3,TRUE,0.90957 ,0.32478 ,0.191739698,0.10190466,0.217248967,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000108950.7,protein_coding,FAM20A,TRUE,NA,NA,0.977023366,1.948531089,0.647014709,L1,1.074657026,0.46380 ,L1,1.39667 ,0.62899 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000108953.12,protein_coding,YWHAE,TRUE,0.72666 ,0.70453 ,0.131487432,0.145535813,0.123924539,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108958.4,pseudogene,AC016292.3,FALSE,NA,NA,0.058658022,0.171811026,0.067875333,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108960.3,protein_coding,MMD,TRUE,-0.33132 ,0.98439 ,0.606163016,0.406046917,0.436233459,NA,NA,NA,No,NA,NA,L6,0.52385 ,0.83402 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000108961.9,protein_coding,RANGRF,FALSE,0.03329 ,-0.86576 ,0.124211622,0.118006555,0.194408666,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108963.12,protein_coding,DPH1,TRUE,0.66886 ,0.24406 ,0.15618464,0.119311518,0.146865336,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000108984.9,protein_coding,MAP2K6,TRUE,-0.51826 ,0.89922 ,0.29691455,0.283889812,0.302025319,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109016.13,protein_coding,DHRS7B,TRUE,0.98948 ,0.46746 ,0.111579477,0.104333068,0.119564291,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109046.10,protein_coding,WSB1,TRUE,0.83748 ,0.95752 ,2.047457514,1.255822284,0.960363106,NA,NA,NA,No,NA,NA,L6,0.46554 ,0.73398 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000109047.6,protein_coding,RCVRN,FALSE,NA,NA,0.305477711,0.124969678,0.42589486,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109062.5,protein_coding,SLC9A3R1,TRUE,0.95988 ,0.91518 ,0.810352408,0.391108711,1.093490277,NA,NA,NA,No,NA,NA,L1,0.96393 ,0.25203 ,NA,FALSE,TRUE,FALSE,T2
ENSG00000109065.7,protein_coding,NAT9,TRUE,0.10734 ,0.70973 ,0.165162689,0.764719828,0.166172748,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109066.9,protein_coding,TMEM104,TRUE,-0.34500 ,0.92017 ,1.427362986,0.685074734,0.50817626,L6,0.673767605,0.80227 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109072.7,protein_coding,SEBOX,FALSE,NA,NA,0.310110175,0.241418862,0.160097092,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109079.5,protein_coding,TNFAIP1,TRUE,0.90722 ,0.95320 ,0.173783988,0.192024004,0.037173522,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109083.9,protein_coding,IFT20,FALSE,0.46004 ,-0.01572 ,0.294956883,0.473221621,0.219715734,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109084.9,protein_coding,TMEM97,TRUE,0.19864 ,0.95504 ,0.17347316,0.207142757,0.566138693,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109089.7,protein_coding,CDR2L,TRUE,0.08607 ,0.95524 ,1.995441749,1.407122011,0.553383364,L6,0.930419588,0.77968 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000109099.9,protein_coding,PMP22,TRUE,0.96339 ,0.96638 ,2.859364721,2.090903383,1.397575917,L6,1.974906855,0.90537 ,L6,1.11005 ,0.81323 ,L6,0.69408 ,0.87409 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000109103.7,protein_coding,UNC119,TRUE,NA,NA,0.308028336,0.154942195,0.096339767,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109107.9,protein_coding,ALDOC,TRUE,NA,NA,0.899765748,0.830552328,0.329574178,NA,NA,NA,L1,0.76255 ,0.44144 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000109111.10,protein_coding,SUPT6H,FALSE,0.27398 ,0.39528 ,0.127689051,0.078085923,0.136446252,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109113.13,protein_coding,RAB34,TRUE,0.63269 ,0.95267 ,1.724132606,1.31541067,1.256578098,L1,1.334766925,0.53815 ,L1,1.00385 ,0.36149 ,L1,1.05693 ,0.26807 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000109118.9,protein_coding,PHF12,TRUE,0.06604 ,0.31882 ,0.151372704,0.221916755,0.206653502,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000109133.8,protein_coding,TMEM33,TRUE,-0.66402 ,0.00364 ,0.180464412,0.189309841,0.155413091,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109158.6,protein_coding,GABRA4,TRUE,0.92276 ,0.94414 ,0.311756482,0.356272697,0.429789773,NA,NA,NA,No,NA,NA,L3,0.40639 ,0.24175 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000109171.10,protein_coding,SLAIN2,FALSE,0.89792 ,0.68801 ,0.088409595,0.13056661,0.214055461,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109180.10,protein_coding,OCIAD1,TRUE,-0.43159 ,0.79370 ,0.136092232,0.049479686,0.132112747,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109184.10,protein_coding,DCUN1D4,TRUE,0.99227 ,0.76689 ,0.298953417,0.299398847,0.293848217,NA,NA,NA,No,NA,NA,L4,0.29007 ,0.42463 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000109189.7,protein_coding,USP46,TRUE,-0.55756 ,0.67721 ,0.188275512,0.185186411,0.146232781,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109220.6,protein_coding,CHIC2,FALSE,NA,NA,0.174496905,0.315932408,0.385402824,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109255.7,protein_coding,NMU,TRUE,NA,NA,0.516168238,0.315143352,0.17941156,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109265.8,protein_coding,KIAA1211,TRUE,0.67420 ,0.94209 ,0.32423398,0.478729326,1.125524908,NA,NA,NA,No,NA,NA,L2,0.81453 ,0.27288 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000109270.8,protein_coding,LAMTOR3,TRUE,0.87864 ,0.58587 ,0.166123583,0.10991295,0.22190441,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109320.7,protein_coding,NFKB1,TRUE,0.06841 ,0.12373 ,0.958427379,0.457805831,0.307013026,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109323.4,protein_coding,MANBA,TRUE,0.61783 ,0.96947 ,0.903479201,0.758335389,0.387718782,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000109332.15,protein_coding,UBE2D3,TRUE,0.77933 ,0.40525 ,0.036450867,0.052028413,0.094867771,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000109339.14,protein_coding,MAPK10,TRUE,0.92275 ,0.90145 ,0.098369317,0.045422666,0.209938254,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000109381.15,protein_coding,ELF2,TRUE,0.14313 ,0.89348 ,1.00986216,0.67633201,0.482938684,L6,0.428892451,0.69954 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109390.7,protein_coding,NDUFC1,TRUE,-0.26877 ,-0.44775 ,0.195810113,0.166815235,0.182567648,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109436.7,protein_coding,TBC1D9,TRUE,0.97372 ,0.94787 ,0.390548835,0.139135757,0.235898289,L4,0.717857312,0.21124 ,No,NA,NA,L3,0.28223 ,0.28434 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000109445.6,protein_coding,ZNF330,TRUE,0.87911 ,0.19002 ,0.247042596,0.087662516,0.147446336,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109452.8,protein_coding,INPP4B,TRUE,0.58389 ,0.87220 ,0.84775344,0.628613609,0.649414062,NA,NA,NA,No,NA,NA,No,NA,NA,0.65114 ,FALSE,FALSE,FALSE,NA
ENSG00000109458.4,protein_coding,GAB1,TRUE,0.96586 ,0.95064 ,3.0839473,2.281283405,1.425566665,L6,1.837514197,0.86679 ,L6,1.25938 ,0.80515 ,L6,0.81171 ,1.05006 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000109466.9,protein_coding,KLHL2,TRUE,0.75763 ,0.94081 ,0.30738302,0.352062411,0.207429909,L6,0.384269671,0.52774 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109472.9,protein_coding,CPE,TRUE,-0.41660 ,0.14489 ,0.589646736,0.733852001,0.699759187,NA,NA,NA,L1,0.58244 ,0.37639 ,L1,0.60023 ,0.31568 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000109475.12,protein_coding,RPL34,TRUE,0.93139 ,0.47662 ,1.079017306,0.972635331,0.616646168,L1,0.785108082,0.72451 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000109501.9,protein_coding,WFS1,TRUE,0.85363 ,0.97346 ,0.621893734,0.46723816,1.380603282,NA,NA,NA,L2,0.46250 ,0.31907 ,No,NA,NA,0.68933 ,FALSE,FALSE,FALSE,NA
ENSG00000109519.8,protein_coding,GRPEL1,TRUE,0.55952 ,0.84091 ,0.109077781,0.058691243,0.071642997,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000109534.12,protein_coding,GAR1,TRUE,0.79396 ,0.93702 ,0.097770218,0.539914119,0.961185618,NA,NA,NA,No,NA,NA,L1,0.76942 ,0.35074 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000109536.7,protein_coding,FRG1,FALSE,0.04986 ,-0.25995 ,0.203048977,0.157162636,0.135428037,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
